name;address;gmap_id;description;latitude;longitude;category;avg_rating;num_of_reviews;price;hours;MISC;state;relative_results;url
Kendallville Youth Center;Kendallville Youth Center, 211 Iddings St, Kendallville, IN 46755;0x881614b0bd4e6c31:0x605471eb06fba4ef;;41.4378228;-85.26246379999999;['Youth organization'];3.7;3;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x881614b0cf6dc027:0xb9d14f5896bc1705', '0x881614bba9c45f07:0x241835c690602ae7', '0x881615ed755dee8b:0xac8dad68a611cfa1', '0x88166f70e07598e5:0xbec774ec7cfbcecb', '0x881614b60584dad1:0x2b8026279bc21fde'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x881614b0bd4e6c31:0x605471eb06fba4ef?authuser=-1&hl=en&gl=us
Baby Mountain;Baby Mountain, Wayne Township, IN 46755;0x881614e1c580f2b3:0x8aabcf37eb8be885;;41.462549599999996;-85.2483082;['Mountain peak'];2.5;2;;;;;;https://www.google.com/maps/place/Wayne+Township,+IN+46755/data=!4m2!3m1!1s0x881614e1c580f2b3:0x8aabcf37eb8be885?authuser=-1&hl=en&gl=us
United Methodist Church;United Methodist Church, 2000 Jackson Ave, Escalon, CA 95320;0x80905bdf692b253f:0xe039ee4d8049b879;;37.794528799999995;-120.9886628;['United Methodist church'];4.6;8;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x80905bde48fe2957:0x66b6028a8f66bffb', '0x80905bde042e34b9:0x710b0846f5dbba68', '0x80905be11766edeb:0xe6441c33705f1e33', '0x80905961b7cccc75:0xf9d1c965cb218cc7'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80905bdf692b253f:0xe039ee4d8049b879?authuser=-1&hl=en&gl=us
Dirk Vermeulen - State Farm Insurance Agent;Dirk Vermeulen - State Farm Insurance Agent, 590 N Yosemite Ave Ste 2, Oakdale, CA 95361;0x8090f9cca4fb3b01:0x2f9dc4666ca9e487;;37.7721933;-120.8510046;"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Life insurance agency', ""Renter's insurance agency""]";4.9;45;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Service options': ['Onsite services', 'Online appointments'], 'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x8090f9cedb1ebb9b:0x89ed575de505a8d2', '0x8090f82d5666f867:0x214936e60d3202fb', '0x8090f9cec9f63823:0xfa74d5f2d9816a53', '0x8090504226724553:0x38625c7f61c56f54', '0x809056cfff7c6b35:0x8d1b85a9f33ead5'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8090f9cca4fb3b01:0x2f9dc4666ca9e487?authuser=-1&hl=en&gl=us
White Barn Candle Co;White Barn Candle Co, Modesto, CA 95356;0x8090504ec98781ad:0xd1cf8cc6ccb1382c;;37.6893822;-121.05419789999999;['Cosmetics store'];5.0;2;;[['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '11AM–7PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM']];{'Service options': ['In-store pickup', 'In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']};Open ⋅ Closes 9PM;['0x80905049aa0e2385:0x92b80cf470b2f359', '0x8090504ecbcd71c7:0x805be4d9bdcbdfc5', '0x809050c7c2068a81:0x430550065bb9247a', '0x809051001780bc43:0xb95a986c83fcbe4'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8090504ec98781ad:0xd1cf8cc6ccb1382c?authuser=-1&hl=en&gl=us
Teter's Oakdale Jewelry;Teter's Oakdale Jewelry, 114 N 3rd Ave, Oakdale, CA 95361;0x8090f9cc9e65b6d9:0x627975b90dff7061;;37.766521;-120.84834;['Jewelry store', 'Jeweler', 'Jewelry designer', 'Jewelry repair service', 'Watch repair service'];4.4;8;;[['Thursday', '10AM–5PM'], ['Friday', '10AM–5PM'], ['Saturday', '10AM–3PM'], ['Sunday', 'Closed'], ['Monday', '10AM–5PM'], ['Tuesday', '10AM–5PM'], ['Wednesday', '10AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Repair services'], 'Payments': ['Credit cards']};Permanently closed;['0x8090f9c115f76b7b:0xae464a9d8ee751c3', '0x8090f9cb62e0dd4b:0xe1e4a20e042698a1', '0x8090504c9ced925b:0xc6db9ee0c4f1393a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8090f9cc9e65b6d9:0x627975b90dff7061?authuser=-1&hl=en&gl=us
Electric Vehicle Charging Station;Electric Vehicle Charging Station, 4829 SW Barton St, Seattle, WA 98136;0x5490414eb548468f:0x94cd1464233f4b0c;;47.5231393;-122.39324409999999;['Electric vehicle charging station'];3.2;5;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];;Open 24 hours;['0x549040fed35690db:0xcb011043c981e1b', '0x54906acb8c0a1377:0x3973bb6a3a1e6a0a', '0x54906b37b37569bd:0x1aeaf533dad08d8e', '0x549043df6b536169:0x8ffc54499e564434', '0x54906a82569588eb:0xcb57559ee87b1eeb'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x5490414eb548468f:0x94cd1464233f4b0c?authuser=-1&hl=en&gl=us
Electric Vehicle Charging Station;Electric Vehicle Charging Station, 225 S Spokane St, Seattle, WA 98134;0x5490402d689cd5f5:0xb0102b6e33fe1a36;;47.5712463;-122.3281116;['Electric vehicle charging station'];3.5;4;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];;Open 24 hours;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x5490402d689cd5f5:0xb0102b6e33fe1a36?authuser=-1&hl=en&gl=us
Artcore Tattoo Studios;Artcore Tattoo Studios, 5501 Airport Way S, Seattle, WA 98108;0x549041c18b80caa9:0x66cbacaaa90d4339;;47.553272;-122.32114299999999;['Tattoo shop'];4.8;58;;[['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM'], ['Sunday', '12–8PM'], ['Monday', 'Closed'], ['Tuesday', '12–8PM'], ['Wednesday', '12–8PM']];{'Service options': ['Delivery'], 'Health & safety': ['Appointment required', 'Staff required to disinfect surfaces between visits'], 'Payments': ['Credit cards']};Closed ⋅ Opens 12PM;['0x549040f980e3e393:0xa89fbd12ffaf6bb', '0x549042b6a4bb7a51:0xba0ff8d68e0abc3b', '0x4108778d98a2fb5d:0xe0f246a5bf9fbf3d', '0x549015b87f954c19:0xc11f78c38887bf8b', '0x5490154566de87a3:0xfab7013fda0cf6c7'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x549041c18b80caa9:0x66cbacaaa90d4339?authuser=-1&hl=en&gl=us
Basecamp Guesthouse;Basecamp Guesthouse, 49010 SE Middle Fork Rd, North Bend, WA 98045;0x54907fca2751e187:0x3d6ae31ac18da483;;47.471331899999996;-121.68692779999999;['Hotel'];5.0;8;;;;;['0x54907c35e89f333f:0x121a0cbfbbb39d3a', '0x549a79d6f69e8c53:0x4c5b85bfe71be1a3', '0x54907e6a4f2e1133:0xa8b3edc2958c1c69', '0x549087510a43ca59:0x6313035400950b95'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x54907fca2751e187:0x3d6ae31ac18da483?authuser=-1&hl=en&gl=us
Hayes Lake;Hayes Lake, Washington 98244;0x5484f7d1864f16f7:0xe91e431810d3ae03;;48.8570206;-121.72093339999999;['Lake'];5.0;5;;;;;;https://www.google.com/maps/place/Washington+98244/data=!4m2!3m1!1s0x5484f7d1864f16f7:0xe91e431810d3ae03?authuser=-1&hl=en&gl=us
Trane Supply;Trane Supply, 19201 120th Ave NE, Bothell, WA 98011;0x54906ce5421daba7:0x8907329536794f9b;;47.7668975;-122.18113679999999;['Heating equipment supplier', 'Air conditioning contractor', 'Equipment rental agency', 'Industrial equipment supplier'];4.0;4;;[['Thursday', '7:30AM–5PM'], ['Friday', '7:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:30AM–5PM'], ['Tuesday', '7:30AM–5PM'], ['Wednesday', '7:30AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x54900e625990c0eb:0xc4dd157d2f788909', '0x54900f6bb0a6da11:0xb3eb04f7596a5b9b', '0x5490045747033213:0x4ae6c21a68d0a06d', '0x54900f468e86ce75:0x2f74d5945e231ffc'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x54906ce5421daba7:0x8907329536794f9b?authuser=-1&hl=en&gl=us
H&R Block;H&R Block, 802 Lower Fayetteville Rd Ste C, Newnan, GA 30263;0x88f4c6329748b5b7:0x412418d65ff2fcb7;;33.3748764;-84.76202049999999;['Tax preparation service', 'Tax consultant'];4.8;58;;[['Thursday', '10AM–5PM'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '10AM–5PM'], ['Wednesday', 'Closed']];{'Health & safety': ['Mask required', 'Staff wear masks'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Amenities': ['Restroom'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 5PM;['0x88f4c6685cd3510f:0x154ee5bc850164a6', '0x88f4c85f273f87a1:0x1c85a103d201685b', '0x88f4c648bc199383:0x1adb443e31dd1675', '0x88f4c61837366479:0xf0d6812ecfc967a6', '0x88f4c6225a0ce5ed:0x473d239eaca65d4b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f4c6329748b5b7:0x412418d65ff2fcb7?authuser=-1&hl=en&gl=us
Richmond House Pub;Richmond House Pub, N6496 WI-89, Delavan, WI 53115;0x8805e31e080da871:0xaa8ce3d6b6d0032f;;42.725457;-88.7488111;['Bar'];1.0;1;;;{'Highlights': ['Bar games', 'Fast service', 'Great bar food', 'Great beer selection', 'Great cocktails', 'Sports'], 'Offerings': ['Beer', 'Cocktails', 'Food', 'Food at bar', 'Hard liquor', 'Wine'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Payments': ['Debit cards']};;['0x8805fbea788c9ad7:0x72d921cb96c1de8f', '0x8805e0ebacda5ec1:0x6ee3369b39f8be6f', '0x8805fa089a4f5955:0xf953b094bc1b2ea0', '0x8805e0c8b315bd49:0x1d809e178fb450a7', '0x8805f7e87f7fb2c3:0x7b51bd85afeeb0d8'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8805e31e080da871:0xaa8ce3d6b6d0032f?authuser=-1&hl=en&gl=us
Studio 84;Studio 84, 121 W Center St, Whitewater, WI 53190;0x8805e0ea38c91981:0xaaac016b74ac1511;;42.8333489;-88.7316001;['Art gallery', 'Art center', 'Performing arts theater'];4.6;14;;[['Thursday', '10AM–1PM'], ['Friday', '10AM–1PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '10AM–4PM'], ['Wednesday', '10AM–4PM']];{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Amenities': ['Gender-neutral restroom', 'Good for kids', 'Restaurant'], 'Crowd': ['Family-friendly']};Closes soon ⋅ 1PM ⋅ Opens 10AM Fri;['0x8805e0ec88317a9b:0x4c47b0db0f6714d1', '0x8805e0f462b7655d:0xe6e2c9b0a6770bec', '0x8806742fe67948b9:0x19ef0370b36eb2f4', '0x880611fd8ff645e9:0x9438d65a7238bb16'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8805e0ea38c91981:0xaaac016b74ac1511?authuser=-1&hl=en&gl=us
The Propeller Station;The Propeller Station, 5124 WI-50, Delavan, WI 53115;0x8805f129d37a95a3:0x31fc8bc21a37bfc3;;42.6058908;-88.5522388;['Boat repair shop'];5.0;1;;;;Open now;['0x88056e4fd959ae7b:0x402c4eb2d876f37', '0x880f7814bd3d36eb:0x7266779a4585d954', '0x8805f51cab4c2811:0x23b013cca7be3f92', '0x880589eeda10d8bb:0xaf7cdf297b11db1', '0x880f10f947aec05d:0x74eca9ea801a27b4'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x8805f129d37a95a3:0x31fc8bc21a37bfc3?authuser=-1&hl=en&gl=us
Enman Field Disc Golf Course;Enman Field Disc Golf Course, 1024 River Rd, Brunswick, ME 04011;0x4cb27993a61ab3e1:0xa6c6508fe8842ff0;;43.959013;-70.0459869;['Disc golf course'];2.5;18;;[['Thursday', '6:30AM–6:30PM'], ['Friday', '6:30AM–6:30PM'], ['Saturday', '6:30AM–6:30PM'], ['Sunday', '6:30AM–6:30PM'], ['Monday', '6:30AM–6:30PM'], ['Tuesday', '6:30AM–6:30PM'], ['Wednesday', '6:30AM–6:30PM']];;Permanently closed;['0x4cb273d0d48c1701:0x491bab653dae926', '0x4cb279eb598c69d5:0xb5250bde3a69afb', '0x4cb2687231a4e8c9:0x4b2449d867b645a8', '0x4cb2883cd81fee31:0x28a2c732e605ef95'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb27993a61ab3e1:0xa6c6508fe8842ff0?authuser=-1&hl=en&gl=us
Benny's Famous Fried Clams;Benny's Famous Fried Clams, 199 W Commercial St, Portland, ME 04101;0x4cb29c1dea53f29f:0xc606af14a0995094;;43.643365499999994;-70.2724568;['Restaurant'];2.8;17;;;{'Service options': ['Delivery'], 'Amenities': ['Good for kids']};;['0x4cb29ebe47f077a9:0x7d8d73a3a52a763b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb29c1dea53f29f:0xc606af14a0995094?authuser=-1&hl=en&gl=us
R C Bottle Center;R C Bottle Center, 121 Hampshire St, Auburn, ME 04210;0x4cb26bcc8ea00a33:0xd682c38a35ced4b2;;44.1017237;-70.2320927;['Recycling center'];3.7;8;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];;Open ⋅ Closes 5PM;['0x4cb26bc1735a0a1d:0x1eaeeab5b95ba1d4', '0x4cb26be3c07c9cc3:0xc53fc7c0a64ec720', '0x4cb26ea3d9c949c5:0x7694dee5fe3dec38', '0x4cb26c558d6da113:0x98c15bdda06a30ad', '0x4cb269e8be34885d:0x52c3283b4d5de2f3'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb26bcc8ea00a33:0xd682c38a35ced4b2?authuser=-1&hl=en&gl=us
Almighty Waste;Almighty Waste, 712 A Washington St N, Auburn, ME 04210;0x4cb269126cf0f655:0xecba790fe82b3c61;;44.0681455;-70.2458415;['Garbage collection service'];3.3;18;;[['Thursday', '8AM–4PM'], ['Friday', '8AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4PM'], ['Tuesday', '8AM–4PM'], ['Wednesday', '8AM–4PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 4PM;['0x4cb243f94b9ba5d1:0x8b618a9c9cc1e58a', '0x4cb26e3d4f9e7311:0x99c87df0ef23683f', '0x4cb269a3e26d4a89:0xfc2cfac2ce27c36f', '0x4cb207ebd176f205:0xd9d905e8fb22bade', '0x4cb26106ed91e379:0xf2a93954f46ba3eb'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb269126cf0f655:0xecba790fe82b3c61?authuser=-1&hl=en&gl=us
Black Shark Tropical Fish;Black Shark Tropical Fish, 938 Sabattus St, Lewiston, ME 04240;0x4cb26c71abd4afed:0x777396e92c754835;;44.102775;-70.168948;['Pet store'];4.5;15;;[['Thursday', 'Closed'], ['Friday', '10AM–4:30PM'], ['Saturday', '10AM–4:30PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']];;Permanently closed;['0x4cb26a5a4705345d:0x1ca11740c540e65b', '0x4cb270e9a9bf17f3:0x505337d9fd6feaad', '0x4cb206a9dc8b1055:0xedc2b6c1adebe5fe'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb26c71abd4afed:0x777396e92c754835?authuser=-1&hl=en&gl=us
Benchmark Real Estate;Benchmark Real Estate, 72 Pine St #16, Portland, ME 04102;0x4cb29c6a0460a84b:0x243771cbbefd58d9;;43.650408899999995;-70.26909909999999;['Real estate agency'];4.8;14;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];;Open ⋅ Closes 5PM;['0x4cb29c6a46c35ead:0x388e5ad1b8f3ae01', '0x4cb29c6b33c8eb31:0xcf4a71c9939357e3', '0x4cb29c1517d27c2d:0x8c63e5dc8e1cd964', '0x4cb29b162992501b:0x64059ae919034769', '0x4cb2996be4a8bb59:0xfbd48cb719dad376'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb29c6a0460a84b:0x243771cbbefd58d9?authuser=-1&hl=en&gl=us
Coastal Trading & Pawn;Coastal Trading & Pawn, 179 High St, Auburn, ME 04210;0x4cb26bd7446753e1:0xcb824676bc5edcb;;44.0914492;-70.2299653;['Pawn shop'];4.0;8;;[['Thursday', '8:30AM–5PM'], ['Friday', '8:30AM–5PM'], ['Saturday', '8:30AM–2PM'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5PM'], ['Tuesday', '8:30AM–5PM'], ['Wednesday', '8:30AM–5PM']];{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']};Open ⋅ Closes 5PM;['0x4cb26bdd81b34b6d:0x9e371968ad14a00e', '0x4cb26bd0d1272677:0x5d0539cae5b77cc', '0x4cb26be770e20cb3:0xf841776e9b4508f6'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb26bd7446753e1:0xcb824676bc5edcb?authuser=-1&hl=en&gl=us
Maine Waste-to-Energy;Maine Waste-to-Energy, 110 Goldthwaite Rd, Auburn, ME 04210;0x4cb269a3e26d4a89:0xfc2cfac2ce27c36f;;44.0678711;-70.2613068;['Waste management service'];4.3;36;;[['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM'], ['Saturday', '7AM–12PM'], ['Sunday', 'Closed'], ['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM']];;Open ⋅ Closes 4PM;['0x4cb26ee64c423a67:0x57ca783ed3f0dc69', '0x4cb26ee863922cdb:0x23c406b8d009321b', '0x4cb269126cf0f655:0xecba790fe82b3c61', '0x4cb26ee863922cdb:0x6a34693bfbc26e37', '0x4cb26d6d4be2023d:0x6e7cca1940844ed'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb269a3e26d4a89:0xfc2cfac2ce27c36f?authuser=-1&hl=en&gl=us
Cutting Point;Cutting Point, 1095 E 9 Mile Rd #5, Pensacola, FL 32514;0x88909517e0c1c69b:0xeaa131bf8f6f1251;;30.5319404;-87.24207299999999;['Hair salon'];4.7;65;;[['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–2:30PM'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Restroom'], 'Planning': ['Appointments recommended'], 'Payments': ['Checks', 'Debit cards']};Open ⋅ Closes 6PM;['0x8890953077306c2f:0x2efadb51de7211c7', '0x8890953251a4a909:0x3a5faea4055c9819', '0x889095b665175e79:0xc41c8868758c862', '0x8890eab24b86141f:0x68945bc289cc6e36'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88909517e0c1c69b:0xeaa131bf8f6f1251?authuser=-1&hl=en&gl=us
Agricultural Consulting Services, Inc.;Agricultural Consulting Services, Inc., 370 Summit Point Dr, Henrietta, NY 14467;0x89d14bf74320aea5:0x720261cd8960f8cd;;43.054743099999996;-77.6491365;['Corporate office'];3.0;1;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];;Open ⋅ Closes 5PM;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d14bf74320aea5:0x720261cd8960f8cd?authuser=-1&hl=en&gl=us
Long Point;Long Point, Ledyard, NY 13026;0x89d0bd8d2df8d10f:0x77a8f349f40492fa;;42.7156261;-76.7102269;['Peninsula'];5.0;1;;;;;;https://www.google.com/maps/place/Ledyard,+NY+13026/data=!4m2!3m1!1s0x89d0bd8d2df8d10f:0x77a8f349f40492fa?authuser=-1&hl=en&gl=us
Chef Chucks Table;Chef Chucks Table, 6128 NY-89, Ovid, NY 14521;0x89d0be3bcc338707:0x3e3d9bf1247ba191;;42.7279236;-76.7650989;['Diner'];4.7;3;;[['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', '12–9PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']];{'Service options': ['Delivery'], 'Amenities': ['Good for kids']};Permanently closed;['0x89d0eba9d9c0f817:0x1f127a3049db854d', '0x89d0850b841eb5fb:0xa7e2e81a064738b6', '0x89d0eb2d1d6228cb:0x4c39ba9c55cb161a', '0x89d094d39e28ddd1:0xbcfa30585af75f7f', '0x89d0943f0fe9dd8f:0xb04e86388d9bbe45'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d0be3bcc338707:0x3e3d9bf1247ba191?authuser=-1&hl=en&gl=us
Karens Country Confections, LLC;;0x89d0ba60af135b2f:0xd548538d7a3e2b8;;45.5980213;-127.26963889999999;['Bakery', 'Service establishment'];5.0;4;;[['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', '9AM–2PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']];{'Service options': ['Delivery']};Closed ⋅ Opens 9AM Sat;['0x89d0ac763567481b:0x90e7c3d44df486ce', '0x89d08feaf9c1640f:0xd4d5100cff2bc60f'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d0ba60af135b2f:0xd548538d7a3e2b8?authuser=-1&hl=en&gl=us
Gillespie Chevrolet Parts;Gillespie Chevrolet Parts, 128 Cayuga St, Union Springs, NY 13160;0x89d0ba60bb7d710f:0x877e749ac7f9304a;;42.8404868;-76.6923774;['Auto parts store'];4.6;18;;[['Thursday', '7:30AM–8PM'], ['Friday', '7:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:30AM–8PM'], ['Tuesday', '7:30AM–8PM'], ['Wednesday', '7:30AM–5PM']];{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']};Open ⋅ Closes 8PM;['0x89d0ab78eb57aca9:0x3a78b7d92d2e3950', '0x89d0ba7ed8fee12d:0xbc1eba26c4f6e02a', '0x89d0b65adf192e19:0xe4126e3428249036', '0x89d0ab78c5d8867d:0xfac057da9effc235'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d0ba60bb7d710f:0x877e749ac7f9304a?authuser=-1&hl=en&gl=us
Garbe Associates Insurance;Garbe Associates Insurance, 655 NY-25A, Mt Sinai, NY 11766;0x89e841975461fb8f:0x16df15574a663326;;40.937405399999996;-73.01367479999999;"['Auto insurance agency', 'Home insurance agency', 'Insurance agency', 'Insurance company', 'Motorcycle insurance agency', ""Renter's insurance agency""]";5.0;15;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Service options': ['Online appointments', 'Onsite services'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits']};Open ⋅ Closes 5PM;['0x89e8467f2df7b617:0xcb658e8afd7323f8', '0x89e828d1e23eecb9:0xbc64cab3fb349e2c', '0x89e847788002e085:0x9b638ca27aa78875', '0x89e8304f285f37e7:0xa9d8761d60d98854', '0x89c28008fcada937:0x523e2cdfb367a27b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e841975461fb8f:0x16df15574a663326?authuser=-1&hl=en&gl=us
Damsel Cellars;Damsel Cellars, 18746 142nd Ave NE, Woodinville, WA 98072;0x54900e9eb6075cf5:0xd8d04674d720ec5d;;47.763552999999995;-122.14925799999999;['Winery'];4.6;16;;[['Thursday', 'Closed'], ['Friday', '4–7PM'], ['Saturday', '1–5PM'], ['Sunday', '1–5PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed']];{'Service options': ['Delivery'], 'Accessibility': ['Wheelchair accessible entrance']};Closed ⋅ Opens 4PM Fri;['0x54900e9c2583f56d:0xf3eead4d49a6ff9a', '0x54900e99f32aa091:0x62daaab0b43d5160', '0x54900e7e62bbeec9:0xa1dca2e91f8d4ad1', '0x54900f13105e378d:0x21eb62106e0db6e1'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x54900e9eb6075cf5:0xd8d04674d720ec5d?authuser=-1&hl=en&gl=us
